WKT,nama,deskripsi
"LINESTRING (110.2842118 -7.6873039, 110.2842118 -7.6696112, 110.3061844 -7.6532788, 110.3405167 -7.6287791, 110.3597428 -7.6178898, 110.3899552 -7.598833, 110.4119278 -7.5811367, 110.4462601 -7.5484645, 110.4572464 -7.5511873, 110.4696061 -7.598833, 110.4778458 -7.6328624, 110.4860855 -7.6804991, 110.4915787 -7.7281304, 110.4998185 -7.7635102, 110.525911 -7.7839202, 110.535524 -7.7961658, 110.5808426 -7.7880021, 110.6028153 -7.8002476, 110.6124283 -7.8097715, 110.6522538 -7.8029687, 110.6893326 -7.7948052, 110.7154251 -7.8029687, 110.7538773 -7.8002476, 110.7827164 -7.8192953, 110.7882096 -7.8356213, 110.785463 -7.9104403, 110.7868363 -7.9974854, 110.785463 -8.0287627, 110.8019425 -8.0613973, 110.8294083 -8.0858715, 110.7909562 -8.09131, 110.7813431 -8.0940293, 110.7882096 -8.1239396, 110.8101822 -8.1538477, 110.8101822 -8.1688009, 110.7964493 -8.1864721, 110.6852127 -8.1837535, 110.5849625 -8.1565665, 110.55887 -8.1320966, 110.5039383 -8.0981081, 110.459993 -8.0600376, 110.4023148 -8.0423607, 110.3487564 -8.0070048, 110.2773453 -7.9675657, 110.2485062 -7.9662057, 110.1839615 -7.9458046, 110.134523 -7.9090801, 110.0658585 -7.8709919, 110.049379 -7.8669109, 110.0562455 -7.8274584, 110.0768448 -7.8002476, 110.1070572 -7.7784776, 110.1180436 -7.7417384, 110.1331498 -7.6886648, 110.148256 -7.660084, 110.2100541 -7.660084, 110.2800919 -7.703635, 110.2897049 -7.7022741)",DIY Yogyakarta,
