WKT,nama,deskripsi
"LINESTRING (106.788295 -6.1153896, 106.8013413 -6.1181206, 106.8404801 -6.1065139, 106.8700059 -6.1010519, 106.8864854 -6.0949071, 106.9043381 -6.092176, 106.9235642 -6.0928588, 106.9455369 -6.1051484, 106.9537766 -6.1249479, 106.9496567 -6.1515735, 106.9489701 -6.1686405, 106.9482835 -6.1918508, 106.9475968 -6.2034555, 106.9421036 -6.2280294, 106.9393571 -6.2471417, 106.9379838 -6.2689834, 106.9448502 -6.2758088, 106.9524033 -6.2764913, 106.9633897 -6.2880942, 106.9633897 -6.3031093, 106.9482835 -6.3181239, 106.9146378 -6.3338206, 106.9015916 -6.3379153, 106.8720658 -6.3372329, 106.8521531 -6.3461047, 106.8294938 -6.3618005, 106.7889817 -6.3570236, 106.7642625 -6.3399627, 106.7635758 -6.3235837, 106.7635758 -6.2969668, 106.7525895 -6.2778564, 106.7354233 -6.2689834, 106.6997178 -6.2485068, 106.6928513 -6.245094, 106.6852982 -6.2280294, 106.6907914 -6.206186, 106.691478 -6.1877549, 106.6846116 -6.1604484, 106.6798051 -6.1495254, 106.6804917 -6.1372368, 106.6846116 -6.1174378, 106.6942246 -6.1003692, 106.7100175 -6.0935415, 106.7313035 -6.0955898, 106.7525895 -6.1058312, 106.7697556 -6.1112932, 106.7937882 -6.1208515)",Kota DKI Jakarta,
