WKT,nama,deskripsi
"POLYGON ((106.8885597 -6.3022925, 106.8886295 -6.3024151, 106.8888172 -6.3025111, 106.8889406 -6.3026871, 106.8889835 -6.3032043, 106.8893215 -6.3033749, 106.8895307 -6.3034069, 106.8896648 -6.3035882, 106.8899545 -6.3035455, 106.8905392 -6.3034335, 106.890845 -6.3037961, 106.8911776 -6.3037481, 106.8914833 -6.3035722, 106.8916496 -6.3034175, 106.8917891 -6.3032629, 106.8918803 -6.3032149, 106.8920091 -6.3031776, 106.8921593 -6.3032416, 106.892347 -6.3029163, 106.892508 -6.3027777, 106.8924704 -6.3026497, 106.892229 -6.3020152, 106.8922505 -6.3018873, 106.892229 -6.3017966, 106.8921163 -6.3017806, 106.8917891 -6.301738, 106.8914726 -6.301674, 106.8914619 -6.301578, 106.8914726 -6.3013647, 106.8913653 -6.3013061, 106.8910113 -6.3012527, 106.8908128 -6.3012474, 106.8908182 -6.3012101, 106.8907431 -6.3011088, 106.8908503 -6.3010021, 106.8908986 -6.3008795, 106.8908664 -6.3007835, 106.8907484 -6.3007569, 106.8905285 -6.3007302, 106.8903515 -6.3008102, 106.8902924 -6.3008848, 106.8902764 -6.3010661, 106.8903032 -6.3011301, 106.8902656 -6.3012581, 106.8901315 -6.3013541, 106.8898579 -6.3013434, 106.8896755 -6.3013754, 106.8894878 -6.301434, 106.8894449 -6.3015087, 106.8893483 -6.3016633, 106.8892464 -6.3017486, 106.889064 -6.3017913, 106.8888333 -6.3018126, 106.8887046 -6.3018659, 106.8886187 -6.3019512, 106.8885812 -6.3021112, 106.8885651 -6.3021698, 106.8885597 -6.3022925))",Taman Mini Indonesia Indah ,
