WKT,nama,deskripsi
"POLYGON ((106.8521964 -6.2376907, 106.8521856 -6.2379573, 106.852191 -6.2382986, 106.8526845 -6.2384479, 106.8532585 -6.2384106, 106.8536662 -6.2383306, 106.8540578 -6.2383359, 106.8542831 -6.2382773, 106.8542724 -6.2381279, 106.8540363 -6.2378293, 106.8539666 -6.237568, 106.8535911 -6.2372374, 106.8534409 -6.2370454, 106.8532102 -6.2368854, 106.8528294 -6.2368321, 106.8525933 -6.2368854, 106.8525129 -6.2369334, 106.852427 -6.2371147, 106.852368 -6.2372534, 106.8522715 -6.237456, 106.8522178 -6.2376267, 106.8521964 -6.2376907))",Tebet Echo Park,
